issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,duration_to_resolution,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,problem_extract,resolution_extract,steps_extract,resolution_timestamp_iso,resolution_message_index,contact_reason,contact_reason_original,contact_reason_change,reason_override_why,resolution_why,customer_sentiment_primary,customer_sentiment_scores,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,agent_score,customer_score,resolved,is_resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-41133,Done,Done,Q-park Queensway,2025-11-11T11:44:00+00:00,2025-11-11T14:04:00+00:00,140.00,,,,53.00,5,4,1,1,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:17473e4b-679c-4b25-bfba-97f3c6cb0815,,,false,0,false,0,Guided in-app cancellation steps; no confirmation received; chat closed.,3,Info/question about current subscription / pass and cancellation.,Agent provided cancellation steps; no confirmation; chat closed.,"[""Checked customer details to verify account"", ""Provided in-app cancellation steps (Profile > Payment Info > Cancel Plan)"", ""Closed chat due to no reply from customer""]",,,info/question about my current subscription / pass,info/question about my current subscription / pass,false,,"No confirmation of cancellation; agent provided steps: ""You can cancel your subscription directly from the app by following these steps"" and then closed chat with ""We didn’t hear back from you, therefore we are closing this chat now"".",Neutral,"{""Delight"": 0.1, ""Convenience"": 0.25, ""Trust"": 0.25, ""Frustration"": 0.05, ""Disappointment"": 0.05, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.15}",false,0,false,0,5,4,false,false,Follow up to confirm cancellation status and auto-renew off; send a confirmation notification.,gpt-5-nano,2324,4849,0.002056
CC-41132,Done,Done,No active pass / Other,2025-11-11T11:43:00+00:00,2025-11-11T12:25:00+00:00,42.00,,5.00,5.00,0.00,6,5,1,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:c9cd3878-43ee-4e74-b004-3c6bf94b27ce,true,true,false,0,false,0,"No issue reported; chat closed due to inactivity, awaiting customer reply.",3,No issue reported; customer only said 'hey' and did not describe a problem.,Chat closed due to no customer reply; issue remains open.,"[""Greeted customer"", ""Asked how can I help"", ""Asked if facing any problem"", ""Requested customer reply to assist"", ""Closed chat due to no customer response""]",,,Issue unknown,Issue unknown,false,,"No problem described; agent asked for details and then closed the chat: 'We didn’t hear back from you, therefore we are closing this chat now.'",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.0, ""Frustration"": 0.1, ""Disappointment"": 0.2, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.55}",false,0,false,0,3,3,false,false,Send a follow-up message requesting issue details and offer to reopen the chat for resolution.,gpt-5-nano,2262,4336,0.001847
CC-41131,Done,Done,ParkBee Lanark Road,2025-11-11T11:43:00+00:00,2025-11-11T13:52:00+00:00,129.00,,7.00,4.50,0.67,16,10,6,4,712020:8b0efc81-b079-4c42-9fb9-2e6717e62c89,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:db02d720-aa24-4290-ac5c-8ee5149bb5ab,false,true,false,0,false,0,Customer reports bike stolen during rental; penalties issued; awaiting customer response.,2,Bike stolen during rental; rental duration exceeded; penalties discussed.,No final resolution; £25 fine issued; chat closed awaiting customer reply.,"[""Reviewed data; confirmed rental duration exceeded and potential penalty."", ""Provided last known location of the bike."", ""Marked bike as closed for the user and shared last known location."", ""Noted bike retrieved/open; advised returning bike to center to avoid penalties."", ""Re-evaluated; bike unlocked and still at location; penalties apply."", ""Informed customer of \u00a325 charge for overage and theft; no waiver possible."", ""Chat closed due to no customer reply.""]",,,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,false,,"No final response from customer; agent closed chat per policy: ""م نتلقَّ ردًا منك، لذا نُغلق هذه الدردشة الآن."" and £25 fine issued for overage/theft.",Frustration,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.4, ""Disappointment"": 0.15, ""Concern"": 0.05, ""Hostility"": 0.05, ""Neutral"": 0.0}",false,0,false,0,4,2,false,false,"Clarify theft vs. overage penalties and confirm resolution steps, ensuring follow-up with the customer.",gpt-5-nano,2953,3963,0.001733
CC-41130,Done,Done,Q-Park Pimlico,2025-11-11T11:04:00+00:00,2025-11-11T11:50:00+00:00,46.00,,2.00,4.00,1.67,15,9,6,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b4379f4f-ef87-4053-9ff6-df32e24c730c,true,true,false,0,false,0,"Customer wants to end weekly subscription and start a new one; agent explains bike return and auto-renewal, but chat closed unresolved.",3,Customer wants to terminate weekly subscription and start a new one; bike return timing.,"Agent explained auto-renewal, required bike return; chat closed without confirmation.","[""A confirms bike return is required to start a new subscription"", ""A asks if the bike was returned"", ""A states current subscription expires today"", ""A notes auto-renewal and ride time"", ""A instructs to return bike before limit to get a new ride"", ""C confirms bike returned"", ""A reiterates auto-renewal and next steps"", ""A closes chat due to no response""]",,,Request to cancel weekly subscription,info/question about my current subscription / pass,true,Customer said: 'Necesito terminar mi contrato semanal he iniciar otro' and 'El otro se vence alas 11 y no quiero volver en una hora' to justify override.,"No final confirmation from customer on cancellation or transfer; agent quote: 'We didn’t hear back from you, therefore we are closing this chat now.'",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.1, ""Trust"": 0.25, ""Frustration"": 0.2, ""Disappointment"": 0.15, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,3,false,false,Clarify cancellation/transfer steps for weekly plans and confirm customer intent before closing; provide explicit next actions.,gpt-5-nano,2651,4442,0.001909
CC-41129,Done,Done,No active pass / Other,2025-11-11T10:38:00+00:00,2025-11-11T10:59:00+00:00,21.00,3.00,3.00,2.00,2.50,7,5,2,4,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:415291ee-25a0-4b8c-b15e-38c216730f88,true,true,false,0,false,0,Refund timing clarified; agent states refund initiated 2 days ago and 5–7 working days to reflect; chat closed after no reply.,4,Customer asked how long a refund would take; refund initiated 2 days ago.,Refund timeline provided; chat closed after no reply.,"[""Agent checked customer details."", ""Agent informed refund initiation and timeline."", ""Agent asked if further assistance was needed."", ""Agent closed chat due to no response.""]",2025-11-11T10:41:00+00:00,4,Refund request,Payment issues,true,"Customer asked: ""How much time will take to get a refund"" (C:03); Agent answered: ""Your refund was initiated 2 days ago. It should be reflected in your account within 5 to 7 working days..."" (A:04).","Refund timing provided and acknowledged; customer did not respond further. Quotes: ""Your refund was initiated 2 days ago. It should be reflected in your account within 5 to 7 working days"" and ""We didn’t hear back from you, therefore we are closing this chat now.""",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.25, ""Trust"": 0.15, ""Frustration"": 0.05, ""Disappointment"": 0.08, ""Concern"": 0.2, ""Hostility"": 0.0, ""Neutral"": 0.27}",false,0,false,0,4,4,true,true,Provide proactive refund tracking or confirmation to reduce follow-up.,gpt-5-nano,2320,4690,0.001992
CC-41128,Done,Done,Port Randolph Street,2025-11-11T10:22:00+00:00,2025-11-11T11:01:00+00:00,39.00,,1.00,4.00,1.38,17,8,9,5,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:26e3a7c9-a0c6-4e2c-b5e8-6a130cc5a6c8,true,true,false,0,false,0,Customer couldn't buy Camden monthly pass; slots sold out; only daily passes available.,3,Customer cannot purchase monthly pass at Camden; monthly slots sold out; asks to create one.,No resolution; monthly passes sold out; only daily passes available at nearby hub.,"[""Identified monthly subscriptions sold out; advised wait or alternative passes."", ""Explained Camden monthly pass cannot be created; suggested daily pass."", ""Checked availability; reported all monthly/weekly subscriptions sold out; few daily passes at Port Randolph."", ""Opened offer to assist further; awaiting customer response.""]",,,Hub sold out,Hub sold out,false,,"Unresolved: Camden monthly subscriptions sold out; only daily passes available; customer did not agree to alternative; citing transcript: ""all monthly and weekly subscriptions are sold out due to high demand.""",Frustration,"{""Delight"": 0.0, ""Convenience"": 0.05, ""Trust"": 0.1, ""Frustration"": 0.5, ""Disappointment"": 0.2, ""Concern"": 0.05, ""Hostility"": 0.05, ""Neutral"": 0.05}",false,0,false,0,4,2,false,false,Improve inventory visibility and waitlist for Camden monthly passes; notify users when slots open; offer clearer alternative options.,gpt-5-nano,2720,3742,0.001633
CC-41127,Done,Done,Q-Park Pimlico,2025-11-11T10:18:00+00:00,2025-11-11T11:02:00+00:00,44.00,27.00,2.00,3.33,1.80,21,11,10,12,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:b4379f4f-ef87-4053-9ff6-df32e24c730c,true,true,false,0,false,0,Agent clarifies 12-hour limit per bike; customer acknowledges policy.,4,Clarify 12-hour max per bike; weekly plan does not allow 24h usage; potential penalties.,Policy clarified; customer acknowledged understanding.,"[""Agent informs 12-hour rental limit per bicycle applies to all users."", ""Agent notes current rental duration (~11h30m) and warns of possible penalty after 12h."", ""Agent reiterates that weekly plan does not override the per-ride limit and suggests returning and starting a new 12h rental."", ""Agent clarifies the policy to avoid further confusion and confirms the path to resolution.""]",2025-11-11T10:45:00+00:00,18,info/question about my current subscription / pass,info/question about my current subscription / pass,false,,"Agent stated: ""cada bicicleta tiene un límite de alquiler de 12 horas"" and the customer replied ""Ok gracias"" signaling understanding and closure.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.05, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.25}",false,0,false,0,4,4,true,true,Provide a concise upfront policy summary for weekly passes to prevent confusion and penalties.,gpt-5-nano,3113,3059,0.001379
CC-41126,Done,Duplicate,,2025-11-11T10:12:00+00:00,2025-11-11T10:12:00+00:00,0.00,,,,0.00,2,1,1,1,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a68cb615-5330-40df-8504-5e8cf2ca341d,,,false,0,false,0,Policy guidance issued to avoid duplicates; no resolution yet; customer frustrated.,3,Customer reports duplicate ticket issue; says agent told them to try again after opening multiple chats.,No resolution reached; chat duplication guidance ongoing.,"[""Agent instructed customer not to open new chats to avoid duplicates.""]",,,Duplicate,Duplicate,false,,Unresolved: only policy guidance was given to avoid duplicates; no status update or merge/close action. Quote: 'Please don't open new chats and keep only previous chat one open...',Frustration,"{""Delight"": 0.0, ""Convenience"": 0.0556, ""Trust"": 0.1111, ""Frustration"": 0.5556, ""Disappointment"": 0.1667, ""Concern"": 0.0556, ""Hostility"": 0.0556, ""Neutral"": -0.0002}",false,0,false,0,3,2,false,false,Provide a concrete path for duplicates (merge/close) and confirm status; prevent future duplicate chats.,gpt-5-nano,2161,3486,0.001502
CC-41125,Done,Done,Q-park Queensway,2025-11-11T10:00:00+00:00,2025-11-11T10:18:00+00:00,18.00,17.00,1.00,1.17,0.09,24,13,11,13,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a68cb615-5330-40df-8504-5e8cf2ca341d,true,true,false,0,false,0,Customer reported charging issue; agent guided end-rental steps; rental ended manually; replacement bike provided; chat closed.,5,Bike won’t start while charging; charging issue; manual end and replacement bike.,Rental ended manually; a new bike is available at the green dock.,"[""Agent explained how to end rental via app after docking"", ""Agent requested bike ID and Dock ID"", ""Agent manually ended rental"", ""Agent informed customer to use green dock for a new bike""]",2025-11-11T10:17:00+00:00,17,Rental finish issue,Rental finish issue,false,,Decisive action: 'I have manually ended your rental. You can now take a new bike from the available green dock.' Customer responded with relief: 'Is okay now' and 'Thanks'.,Delight,"{""Delight"": 0.55, ""Convenience"": 0.25, ""Trust"": 0.15, ""Frustration"": 0.03, ""Disappointment"": 0.01, ""Concern"": 0.01, ""Hostility"": 0.0, ""Neutral"": 0.0}",false,0,false,0,4,5,true,true,Improve auto-end flow and QR-code guidance to reduce manual overrides; ensure clear in-app steps when dock-end fails.,gpt-5-nano,3006,3422,0.001519
CC-41124,Done,Done,NCP Finsbury,2025-11-11T09:59:00+00:00,2025-11-11T11:00:00+00:00,61.00,51.00,1.00,1.33,0.86,18,11,7,12,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:3a5de75d-751d-4354-b052-0300125440ca,true,true,false,0,false,0,"Phone broken prevented return; agent unlocked bike, rental force-finished with £25 penalty; issue resolved.",4,Phone broken prevented returning the bike and finishing the rental; rental force-finished with £25 penalty.,Rental finished; £25 penalty applied; bike collected.,"[""Asked for the issue details."", ""Explained return/unlock steps and rental status."", ""Requested clarification about phone status."", ""Unlocked the bike to enable return."", ""Warned about auto-lock and \u00a325 penalty."", ""Offered further assistance."", ""Notified that rental was forcefully finished and penalty applied."", ""Chat closed.""]",2025-11-11T10:50:00+00:00,17,Rental finish issue,Info/question about my current ride,true,"Original reason was 'Info/question about my current ride'. Override based on agent's note: ""I have checked, and your rental has been forcefully finished, and a penalty of £25 has been applied"" (msg 17) and ""the bike will now be collected"".",Agent unlocked the bike to enable return (msg 11); rental force-finished with £25 penalty (msg 17); customer acknowledged with 'Thanks sir' (msg 14).,Neutral,"{""Delight"": 0.05, ""Convenience"": 0.14, ""Trust"": 0.28, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.1, ""Hostility"": 0.02, ""Neutral"": 0.21}",false,0,false,0,5,4,true,true,"Provide clearer guidance for customers with non-working phones, including alternative verification methods and faster unlock options.",gpt-5-nano,2793,5429,0.002311
CC-41123,Done,Duplicate,,2025-11-11T08:57:00+00:00,2025-11-11T08:59:00+00:00,2.00,2.00,2.00,2.00,0.00,5,4,1,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:fc153f71-120b-4ab5-ad62-dc3132fef345,true,true,false,0,false,0,"Duplicate ticket CC-41123; customer can’t unlock the bike, ticket marked as duplicate.",4,I can’t unlock the bike.,Ticket marked duplicate; no further action.,"[""Agent checked the ticket status."", ""Agent advised against opening new chats to avoid delays."", ""Agent marked the ticket as duplicate and linked to the original.""]",2025-11-11T08:59:00+00:00,5,Duplicate,Duplicate,false,,Decisive action: 'Dup:[[link]]' at 08:59 marking the ticket as a duplicate.,Neutral,"{""Delight"": 0.0476, ""Convenience"": 0.1429, ""Trust"": 0.1429, ""Frustration"": 0.1429, ""Disappointment"": 0.1429, ""Concern"": 0.1429, ""Hostility"": 0.0476, ""Neutral"": 0.1903}",false,0,false,0,3,3,true,true,"If marking a ticket as duplicate, attach the original link and clearly state the next steps for the customer.",gpt-5-nano,2225,5601,0.002352
CC-41122,Done,Done,Business Design Centre,2025-11-11T08:54:00+00:00,2025-11-11T09:15:00+00:00,21.00,,2.00,2.00,0.00,6,5,1,2,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:fc153f71-120b-4ab5-ad62-dc3132fef345,true,true,false,0,false,0,Customer couldn’t unlock bike; agent gave docking guidance; chat closed without confirmation.,3,Customer can’t unlock bike; advised to dock when green light and to try another dock; rental started.,No confirmation of fix; chat closed without resolution.,"[""Agent acknowledged and reviewed details"", ""Instructed to pull bike only when the dock is flashing GREEN"", ""Suggested using a different dock if bike remains stuck"", ""Noted that a new rental has started"", ""Chat closed due to no customer response""]",,,Rental start issue,Rental start issue,false,,"No decisive confirmation from customer; agent closed chat per line: ""We haven't heard back from you, so we are closing this chat now.""",Frustration,"{""Delight"": 0.0455, ""Convenience"": 0.0909, ""Trust"": 0.1364, ""Frustration"": 0.3636, ""Disappointment"": 0.1364, ""Concern"": 0.0455, ""Hostility"": 0.0455, ""Neutral"": 0.1362}",false,0,false,0,3,3,false,false,Require explicit customer confirmation before closing chats and provide a definitive next-step if issue persists.,gpt-5-nano,2334,3209,0.001400
CC-41121,Done,Done,NCP Finsbury,2025-11-11T08:50:00+00:00,2025-11-11T10:06:00+00:00,76.00,63.00,3.00,3.00,1.00,10,6,4,2,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:6e9c784e-c30c-4181-a3a1-e64997a63add,true,true,false,0,false,0,Customer delayed drop-off; rental exceeded 12h; agent confirms bike returned and new rental started; issue resolved.,4,Ride exceeded 12-hour limit; penalty risk; user delaying drop-off at hub.,Bike returned; new rental started; issue resolved.,"[""Agent explains 12-hour limit and \u00a325 penalty; advises returning bike to hub."", ""Agent notes that customer returned the previous bike and started a new rental; marks issue as resolved."", ""Agent offers further assistance."", ""Agent closes chat after no response.""]",2025-11-11T09:53:00+00:00,8,Info/question about my current ride,Info/question about my current ride,false,,"Agent stated: 'Upon checking, I’ve noticed that you have returned the previous bike and already started a new rental, which indicates that the issue has been resolved.' The chat then proceeded to closure.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.2, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.05, ""Hostility"": 0.05, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Clarify end-of-ride policy earlier and provide proactive reminders/auto-extend options to prevent penalties.,gpt-5-nano,2512,4647,0.001984
CC-41120,Done,Done,Q-Park Leicester Square,2025-11-11T07:17:00+00:00,2025-11-11T07:37:00+00:00,20.00,4.00,1.00,1.00,0.00,11,6,5,7,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e4664226-1a37-488f-8601-5e7b792a74cb,true,true,false,0,false,0,Dock unavailable at hub after rental finish; rental ended remotely and chat closed.,4,No docks available at hub after finishing rental; customer couldn't park and end ride.,Agent ended rental from system; advised app refresh; chat closed.,"[""Agent ended the rental from our end"", ""Agent advised customer to refresh the app"", ""Agent closed the chat citing resolution""]",2025-11-11T07:21:00+00:00,10,Dock availability issue,Rental finish issue,true,Original reason was 'Rental finish issue'; override to 'Dock availability issue' because customer said 'no any dock available' at 07:20:00 (line 06).,"Agent said 'I have ended your rental from our end' (line 10) and 'Since your issue has been resolved, I’ll be closing this chat' (line 11); confirmation of end-of-rental resolves the issue.",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.25, ""Disappointment"": 0.15, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.15}",false,0,false,0,4,3,true,true,Improve finish-rental messaging and confirm dock status to reduce confusion.,gpt-5-nano,2470,5863,0.002469
CC-41119,Done,Done,Q-Park Leicester Square,2025-11-11T07:15:00+00:00,2025-11-11T07:38:00+00:00,23.00,8.00,1.00,1.50,0.25,10,6,4,4,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e67cfad7-0348-4ddb-8efe-78189a0cf862,true,true,false,0,false,0,Dock unavailable at hub; agent ended rental backend; chat closed.,4,Dock not available in hub; customer requested to end rental.,Rental ended on backend; issue resolved.,"[""Agent instructed customer to park bike inside hub and share bike ID photo for verification."", ""Agent confirmed rental end on backend."", ""Agent notified customer of resolution and closed the chat.""]",2025-11-11T07:23:00+00:00,9,Rental finish issue,Rental finish issue,false,,"Agent ended rental on backend ('I have ended your rental from our end') and then closed chat ('Since your issue has been resolved, I’ll be closing this chat').",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.25, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,4,4,true,true,Add auto-end rental option when dock is unavailable and improve dock-outage messaging.,gpt-5-nano,2432,3695,0.001600
CC-41118,Done,Done,Q-Park Leicester Square,2025-11-11T07:01:00+00:00,2025-11-11T07:18:00+00:00,17.00,,1.00,1.25,0.60,16,11,5,8,712020:3e48ed1c-5151-4a26-8782-c21abcf59de5,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e4664226-1a37-488f-8601-5e7b792a74cb,true,true,false,0,false,0,"Bike stolen during rental; location near St Thomas' Hospital provided and bike unlocked, but no recovery confirmation before chat closed.",3,Bike stolen during rental; location near St Thomas' Hospital Emergency Department provided; bike unlocked on request.,Location provided and bike unlocked; no recovery confirmation.,"[""Agent checked theft report"", ""Agent provided current location via link"", ""Agent confirmed bike location near St Thomas' Hospital Emergency Department"", ""Agent requested customer to recover the bike"", ""Agent unlocked the bike on our side"", ""Agent offered further assistance""]",,,E-bike lost or stolen during a rental,E-bike lost or stolen during a rental,false,,"No final confirmation of recovery; the agent stated, 'We didn’t hear back from you, therefore we are closing this chat now.'; prior step confirmed the bike was unlocked: 'Kindly check now it has been unlocked by our side.'",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.05, ""Trust"": 0.05, ""Frustration"": 0.15, ""Disappointment"": 0.05, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.55}",false,0,false,0,4,3,false,false,Close chat only after recovery is confirmed; provide explicit next steps and ETA.,gpt-5-nano,2563,4068,0.001755
CC-41117,Done,Done,Q-Park Leicester Square,2025-11-11T05:57:00+00:00,2025-11-11T06:23:00+00:00,26.00,,12.00,12.00,0.00,5,4,1,2,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8;712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e4664226-1a37-488f-8601-5e7b792a74cb,false,true,false,0,false,0,No issue details provided; agent closed chat due to no customer reply; unresolved.,3,No specific issue described; customer didn't respond after initial greeting.,Chat closed due to no customer follow-up; unresolved.,"[""Agent greeted customer"", ""Agent offered assistance"", ""Agent noted lack of response"", ""Agent closed chat""]",,,Issue unknown,Issue unknown,false,,"No response from customer; agent closed chat citing 'We haven't heard back from you, so we are closing this chat now.'",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.1, ""Frustration"": 0.1, ""Disappointment"": 0.15, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,3,3,false,false,Encourage clearer issue discovery and confirm resolution before closing chats.,gpt-5-nano,2240,3085,0.001346
CC-41116,Done,Done,Q-park Queensway,2025-11-11T05:23:00+00:00,2025-11-11T05:34:00+00:00,11.00,11.00,1.00,2.00,1.20,12,7,5,8,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:5a4a16c4-5c56-4b53-b962-9fd0417c80bd,true,true,false,0,false,0,Escalation for a refund on a late day-pass; refund denied due to expiry policy; case closed.,4,Escalation for a refund on a late-night day pass; transfer to Nov 11 failed; prior day pass expired; new day pass active.,Refund escalation denied; policy explained; issue resolved; chat closed.,"[""Checked customer details."", ""Clarified prior escalation for refund existed."", ""Explained day pass expiry policy (midnight expiry)."", ""Stated refund escalation not possible due to expiry and active day pass."", ""Confirmed resolution and prepared to close chat.""]",2025-11-11T05:34:00+00:00,12,Refund request,info/question about my current subscription / pass,true,"Customer asked for refund escalation; agent: 'initiating an escalation for a refund' and policy: 'if a day pass is purchased before 12 AM, it will still expire at 12 AM'.","The agent confirmed refund escalation was not possible due to expiry of the previous day pass and the presence of an active new day pass, stating policy: 'if a day pass is purchased before 12 AM, it will still expire at 12 AM'. The agent then closed the chat: 'I’ll be closing this chat for now.'",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,4,4,true,true,Improve escalation tracking for refunds and clearly communicate day-pass expiry rules upfront to prevent miscommunication.,gpt-5-nano,2598,3971,0.001718
CC-41115,Done,Done,Q-Park Leicester Square,2025-11-11T04:23:00+00:00,2025-11-11T04:47:00+00:00,24.00,6.00,2.00,2.00,0.40,11,6,5,6,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8348bdc0-cc37-4339-a774-6c17264177d2,true,true,false,0,false,0,Customer couldn't finish rental due to bike space; agent ended rental after video proof and advised app restart.,4,Customer couldn't finish rental due to bike space; sent video proof; network issues hindered evidence.,Rental ended by agent; app restart advised; chat closed due to no reply.,"[""Instructed customer to park near docks, lock bike, and send video proving parking."", ""Acknowledged video and prepared to end the rental."", ""Requested user to restart the app to verify rental completion."", ""Verified completion attempt and closed chat due to no response.""]",2025-11-11T04:29:00+00:00,10,Rental finish issue,Rental finish issue,false,,"Agent ended the rental from our end after video proof and advised restart; then closed chat when no response. (quotes: ""I can end your rental from our end""; ""Kindly restart your app and check that your rental has now been successfully completed""; ""I didn’t hear back from you; therefore, I am closing this chat now."")",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.05, ""Trust"": 0.1, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.2, ""Hostility"": 0.1, ""Neutral"": 0.25}",false,0,false,0,4,3,true,true,Provide explicit closure confirmation in-app when rental ends and auto-confirm once proof is received.,gpt-5-nano,2507,5320,0.002253
CC-41114,Done,Done,Q-park Queensway,2025-11-11T03:14:00+00:00,2025-11-11T03:34:00+00:00,20.00,7.00,3.00,3.00,0.00,8,6,2,2,712020:ea5c67ac-c61f-45bd-b83e-f9092916cbb8,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:193a9599-09fc-4c92-b043-ba2d51cf14a6,true,true,false,0,false,0,Customer asked to cancel account; agent cancelled renewal; no follow-up; renewal will not auto-renew.,4,Customer requested cancellation of account/weekly subscription; agent cancelled renewal.,Renewal cancelled; no auto-renew; can purchase new pass later.,"[""Clarified whether customer meant cancelling subscription renewal."", ""Confirmed renewal cancellation: 'renewal of your subscription has been successfully cancelled'."", ""Informed current subscription remains active until expiry and will not auto-renew."", ""Invited customer to request further assistance."", ""Closed chat after no response.""]",2025-11-11T03:21:00+00:00,6,Request to cancel weekly subscription,Request to cancel weekly subscription,false,,Agent confirmed renewal cancellation: 'renewal of your subscription has been successfully cancelled' and explained no auto-renew; customer did not respond.,Neutral,"{""Delight"": 0.05, ""Convenience"": 0.2, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.05, ""Hostility"": 0.0, ""Neutral"": 0.15}",false,0,false,0,4,3,true,true,Clarify cancellation scope (renewal vs account) early and confirm user intent with explicit status and next steps.,gpt-5-nano,2388,3870,0.001667
